1,1597.58738393
2,-184.548853069
3,1294.79401373
4,-113.02171338
5,578.719920933
6,259.174400703
7,1285.69370117
8,694.398663667
9,790.983181669
10,1036.82482606
11,275.072421767
12,546.423120144
13,486.008601206
14,1109.55305178
15,939.616698778
16,1262.71422675
17,699.405896765
18,1531.16704648
19,380.071140949
20,1273.18048376
21,939.732108592
22,-505.898491185
23,1003.85003261
24,163.869466649
25,1656.01584499
26,857.629768554
27,1349.85836039
28,1034.71187845
29,1410.86347237
30,398.72585645
31,1407.1763542
32,1254.2279586
33,1344.1716233
34,893.216207559
35,1135.77020552
36,1476.61988356
37,1488.04074302
38,973.59615406
39,1016.34185391
40,1042.60907849
41,817.692407982
42,711.471154534
43,988.661848313
44,1074.86720621
45,1356.34705776
46,1163.96852986
47,1071.01792389
48,1060.8012197
49,1114.24559291
50,1112.30124301
51,504.308868558
52,364.41170226
53,1165.58267634
54,1172.05980426
55,1435.95644883
56,890.113732188
57,1301.42113561
58,1382.37590408
59,1147.23907877
60,260.484194546
61,1487.35611909
62,1360.24669582
63,1047.29307804
64,1512.38856623
65,1648.70635192
66,1279.24385966
67,1326.12519012
68,897.312338581
69,1079.98475746
70,1618.73206459
71,574.95567336
72,1222.18504436
73,786.130776256
74,1012.70021584
75,1329.5477245
76,1187.64892059
77,1431.36916514
78,1488.45148806
79,1256.88850233
80,1247.97860873
81,1273.62184995
82,338.523588227
83,1160.40217498
84,1396.44635094
85,564.724131231
86,1329.4569419
87,1171.58311123
88,1348.80388722
89,1588.60790064
90,1368.11966085
91,1168.58084497
92,1056.69761735
93,1376.45070151
94,1264.11726684
95,957.008824006
96,1337.72022221
97,1538.27431781
98,1431.56426222
99,1131.77791309
100,904.853971191
101,1026.16012531
102,1176.81093893
103,1284.07568283
104,1403.82440941
105,1499.51476937
106,1201.27566105
107,1260.5541261
108,1171.39568145
109,1638.38431653
110,1454.51487132
111,1338.40305233
112,1073.79729357
113,1387.44876323
114,1755.84499635
115,1405.4026346
116,859.961374683
117,1503.70183514
118,1309.11954304
119,814.332680117
120,1860.61075076
121,1626.98322129
122,1059.67054582
123,1579.56502223
124,1302.51485737
125,1471.45283307
126,1276.19449604
127,1436.02309021
