1,141.610692989
2,190.538594196
3,-43.0822036682
4,-40.0029491334
5,-54.985649446
6,628.523861017
7,369.524032005
8,-86.4069981116
9,-47.407074935
10,-44.0418783829
11,-20.4455336265
12,299.690645743
13,-51.6589401756
14,-71.4722513822
15,305.177814756
16,-197.511485347
17,-102.757970201
18,276.687631318
19,-27.5842441353
20,-89.587514785
21,890.00975904
22,-31.3024003431
23,530.726553512
24,308.200337048
25,-49.3980395046
26,-12.679456451
27,-15.4123851039
28,231.498611446
29,-107.639380393
30,-103.790223333
31,-59.1960654094
32,-62.9892907047
33,327.134352842
34,583.710049911
35,286.19852193
36,305.604932293
37,-139.756015407
38,51.0095785487
39,-97.1162759486
40,-123.519601833
41,-92.198562673
42,-83.4534111278
43,416.332254124
44,-93.4906560111
45,-125.300128545
46,-119.640930226
47,322.600160356
48,1464.25125035
49,56.457812709
50,-114.199519926
51,216.564130928
52,-64.4089958853
53,-101.979310437
54,338.657050137
55,203.569013483
56,977.264543417
57,-43.9655468314
58,-146.414552939
59,294.434099038
60,333.978448847
61,1134.64081944
62,405.002625803
63,350.546927085
64,302.560219696
65,353.475104864
66,-37.6567440263
67,-9.87051738269
68,-52.7747238724
69,472.85680484
70,985.021279077
71,205.531736713
72,-105.382182533
73,4.77366870907
74,-133.829918293
75,313.414464775
76,-10.5180687423
77,117.309927298
78,-122.474370319
79,246.256667341
80,444.356217092
81,756.08498595
82,263.983491603
83,3.76754872532
84,247.892476438
85,295.462315397
86,284.347340855
87,28.3753488442
88,263.178578699
89,345.860308372
90,489.582876856
91,-136.385084247
92,-38.5525699259
93,372.323714874
94,-12.5284349545
95,-37.5905888753
96,267.504149435
97,-11.4568691597
98,-97.7146357934
99,-25.4899733729
100,-30.4825526797
101,-8.03438350566
102,25.1112945024
103,-125.635624093
104,404.073465008
105,764.682339135
106,281.673427772
107,381.165040499
108,284.690126568
109,254.858107453
110,-19.08497173
111,294.50158582
112,55.4092072194
113,755.169013693
114,25.921505303
115,285.835075538
116,1.7453702704
117,329.826076448
118,354.906268098
119,415.69863848
120,230.68027226
121,-90.1828812871
122,651.605067246
123,217.214567844
124,314.222726374
125,335.214151738
126,194.487159085
127,425.151312835
128,341.906476305
129,-24.0932405744
130,-57.3239344534
131,313.699144079
132,388.413082693
133,670.629511002
134,-42.494552219
135,-73.8407941468
136,199.868328898
137,583.287167911
138,236.215873093
139,315.590862577
140,1049.7258094
141,894.902194579
142,1430.58677619
143,221.477057915
144,1.0877039339
145,553.492444669
146,261.53751965
147,789.073394286
148,-24.8880644646
149,321.711739612
150,223.755516886
151,433.338857022
152,-55.0266676244
153,290.460853802
154,-57.0380441356
155,100.665065513
156,257.703809817
157,-29.4719394686
158,243.539329299
159,-36.049427393
160,354.81145793
161,223.918657551
162,731.332572038
163,237.570238721
164,271.25222238
165,-8.43093248013
166,-149.698681332
167,-51.0540467845
168,228.078461276
169,1525.08654415
170,261.504794369
171,1521.78937755
172,280.703508868
173,495.918463551
174,863.883756281
175,196.881169836
176,247.538561532
177,-171.520301339
178,-165.661639226
179,363.83196307
180,1237.72836059
181,335.344408367
182,-23.1209592887
183,1220.30922072
184,-173.858974491
185,-178.764441052
186,273.846973064
187,299.323118992
188,248.499777116
189,206.205823855
190,235.790401972
191,94.0011993391
192,225.315501209
193,1393.81699483
194,1209.06025789
195,1945.640148
196,951.188833814
197,290.684648181
198,-111.778246904
199,1018.06301335
200,137.835809751
201,-70.5509944098
202,1762.8010562
203,977.58679898
204,269.930120874
205,-161.642592385
206,179.137863775
207,452.580118148
208,-167.7859645
209,1326.96029081
210,424.608145249
211,-57.6852992196
212,116.35707819
213,-89.7779926943
214,221.458056703
215,264.59170741
216,38.2417864524
217,100.783250772
218,187.766688874
219,304.281810334
220,1238.75587187
221,900.6148187
222,97.1828527093
223,187.654752491
224,-75.8444036172
225,-152.113614537
226,184.315849013
227,1191.65932499
228,-23.9761466098
229,259.712930228
230,322.41156173
231,282.51565536
232,1193.07753779
233,-72.9186572601
234,1316.77271947
235,-15.8883734898
236,970.92717735
237,220.389051825
238,-181.229395464
239,316.766449313
240,284.885767122
241,950.363184712
242,-151.121113008
243,731.778407863
244,1604.71376275
245,321.568818397
246,283.705067169
247,2220.43528846
248,1724.09602644
249,1210.19735833
250,718.124863599
251,127.57046963
252,-137.212754822
253,1650.96109091
254,-139.041602388
255,256.86976886
256,-70.5734154474
257,120.127348528
258,1059.0138601
259,976.58310931
260,161.632047231
261,164.308152672
262,1652.23828594
263,1272.31802006
264,895.443103015
265,281.133890831
266,1166.06710336
267,-118.82203195
268,221.596828199
269,183.621293575
270,-90.8876128342
271,247.074124744
272,784.154254235
273,-60.1456398016
274,1526.99842877
275,249.944011108
276,35.8192268561
277,-90.4514265836
278,1368.11295522
279,179.333060011
280,181.591415635
281,1276.66425741
282,1440.25304045
283,878.130528114
284,308.986000139
285,-135.212769931
286,-88.2737431346
287,-157.940190996
288,1737.50971196
289,-113.087441536
290,228.808152958
291,1584.24458577
292,31.8678404199
293,893.358143402
294,624.351123869
295,585.956021089
296,-53.5415929294
297,306.082707495
298,1083.04349057
299,412.19259442
300,993.371600776
301,158.213377675
302,203.01265377
303,834.954892406
304,335.203400426
305,1147.76393878
306,843.14636776
307,831.525357545
308,1042.74262094
309,1347.08853588
310,827.003797764
311,257.513125884
312,758.266850083
313,511.175539677
314,145.906058601
315,-45.2732017381
316,278.989720272
317,873.016895861
318,1487.18855317
319,1122.95518892
320,1455.24628669
321,796.025646837
322,1234.57145732
323,1739.90676725
324,1074.78128293
325,1151.96445828
326,1432.17993873
327,727.349360247
328,534.018297253
329,697.179536042
330,1252.0369289
331,1118.79651529
332,352.373890415
333,230.323726113
334,-110.050039098
335,-119.554983932
336,2217.83874903
337,251.631100945
338,2006.14502848
339,272.262341958
340,280.259172471
341,-115.024482959
342,1690.03565145
343,-154.328615583
344,1540.25408124
345,214.879538057
346,1761.83921066
347,-35.8234959486
348,1414.73426642
349,1622.38536263
350,1144.81181214
351,1089.17020623
352,70.5983961523
353,1271.55572931
354,1355.18698519
355,564.332604713
356,807.129683923
357,29.3141581169
358,195.453191688
359,176.576651651
360,457.209408749
361,322.001801846
362,786.476574457
363,1262.82002391
364,285.976278682
365,38.8568962302
366,1344.27380533
367,-40.8275472702
368,1140.19385767
369,1774.04503844
370,337.573509189
371,243.688367472
372,1528.93974901
373,248.691521402
374,2066.67443628
375,1836.91435042
376,-91.6162568664
377,1086.02158762
378,274.606113203
379,1930.97504791
380,32.2340758643
381,10.8278893792
382,314.134903876
383,275.332545721
384,234.364422337
385,1212.91879469
386,1078.20424832
387,1607.0814611
388,574.087279446
389,226.732215939
390,270.442468814
391,637.161345346
392,744.344907794
393,286.153398131
394,1502.53430942
395,286.994260558
396,248.627503987
397,-134.708686693
398,801.601400379
399,1470.37383286
400,1913.81237891
401,1173.55718781
402,1909.94772714
403,-92.4926459485
404,940.171948612
405,1789.38881794
406,1632.9940598
407,-32.1928973662
408,414.461666104
409,1561.07476874
410,282.343944635
411,1176.93704933
412,638.895768826
413,250.729259992
414,873.858244646
415,2083.91177436
416,2171.23594662
417,2016.12877036
418,365.0314216
419,1179.87298255
420,1591.38644444
421,1509.11629669
422,1878.32990302
423,609.273682554
